Segment,Region,Sub-Category,Group,Period,Sales (USD),Profit (USD),Discount,Quantity
Consumer,East,Copiers,High-Value,Jul 2020,147,27,0,65
Consumer,South,Labels,Low-Value,Jul 2022,36,1,0,59
Home Office,South,Appliances,High-Value,Jan 2022,109,16,0,57
Consumer,South,Other Miscellaneous 4,Low-Value,Jan 2020,37,1,0,61
Consumer,Central,Labels,Low-Value,Jan 2020,67,1,0,64
Consumer,West,Business Machines,High-Value,Jul 2020,201,29,0,61
Consumer,East,Employees (Office Supplies),Low-Value,Jan 2020,53,1,0,60
Consumer,South,Fasteners,Low-Value,Jan 2022,30,7,0,60
Consumer,South,Other Miscellaneous 6,Low-Value,Jan 2021,8,1,0,63
Corporate,West,Other Miscellaneous 1,Low-Value,Jan 2021,33,1,0,60
Corporate,Central,Accessories,High-Value,Jul 2022,168,22,5,60
Consumer,East,Other Miscellaneous 4,Low-Value,Jan 2021,3,1,0,63
Consumer,South,Paper,Mid-Value,Jul 2022,95,12,0,64
Consumer,West,Other Miscellaneous 3,Low-Value,Jul 2022,22,1,0,58
Corporate,West,Accessories,High-Value,Jan 2021,130,10,0,60
Corporate,East,Other Miscellaneous 5,Low-Value,Jan 2021,1,1,10,58
Corporate,South,Copiers,High-Value,Jan 2020,206,22,0,64
Consumer,East,Accessories,High-Value,Jul 2020,127,21,0,60
Corporate,East,Other Miscellaneous 2,Low-Value,Jul 2022,27,1,0,61
Corporate,West,Labels,Low-Value,Jan 2022,54,4,0,58
Consumer,South,Business Machines,High-Value,Jul 2022,216,26,0,63
Consumer,West,Business Machines,High-Value,Jan 2022,196,22,10,62
Home Office,East,Bookcases,High-Value,Jul 2021,102,16,0,59
Home Office,West,Other Miscellaneous 1,Low-Value,Jul 2021,34,2,0,60
Home Office,West,Business Machines,High-Value,Jan 2022,209,18,0,59
Consumer,East,Supplies,Mid-Value,Jul 2022,90,23,5,58
Consumer,East,Other Miscellaneous 2,Low-Value,Jul 2021,45,3,0,62
Consumer,East,Labels,Low-Value,Jan 2022,27,6,0,61
Consumer,West,Other Miscellaneous 6,Low-Value,Jan 2022,1,3,0,60
Consumer,West,Other Miscellaneous 2,Low-Value,Jul 2020,17,1,0,58
Consumer,East,Other Miscellaneous 6,Low-Value,Jan 2020,22,3,0,59
Consumer,East,Other Miscellaneous 3,Low-Value,Jan 2021,15,1,0,62
Consumer,West,Business Machines,High-Value,Jan 2022,180,18,0,60
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2022,21,4,0,66
Home Office,West,Business Machines,High-Value,Jan 2022,199,29,0,62
Consumer,East,Other Miscellaneous 5,Low-Value,Jul 2020,1,1,0,62
Corporate,Central,Other Miscellaneous 2,Low-Value,Jul 2022,38,3,0,58
Consumer,South,Other Miscellaneous 6,Low-Value,Jul 2020,32,1,5,60
Consumer,Central,Copiers,High-Value,Jul 2021,153,22,0,58
Home Office,East,Copiers,High-Value,Jul 2020,172,15,0,61
Home Office,West,Other Miscellaneous 3,Low-Value,Jan 2021,1,1,0,61
Consumer,East,Other Miscellaneous 1,Low-Value,Jul 2022,55,9,0,60
Consumer,West,Copiers,High-Value,Jan 2020,179,20,0,58
Home Office,East,Copiers,High-Value,Jul 2021,159,15,0,62
Corporate,East,Furnishings,High-Value,Jan 2022,83,5,0,63
Home Office,West,Other Miscellaneous 1,Low-Value,Jan 2021,53,16,0,58
Corporate,East,Art,Low-Value,Jan 2020,55,8,0,61
Consumer,East,Other Miscellaneous 6,Low-Value,Jul 2020,1,2,5,58
Corporate,East,Employees (Office Supplies),Low-Value,Jul 2021,45,8,0,64
Consumer,West,Accessories,High-Value,Jul 2022,155,26,0,58
Consumer,Central,Labels,Low-Value,Jan 2020,20,1,0,58
Consumer,West,Fasteners,Low-Value,Jan 2020,41,1,5,61
Consumer,Central,Labels,Low-Value,Jul 2021,40,9,0,60
Consumer,Central,Supplies,Mid-Value,Jul 2021,76,8,0,62
Home Office,Central,Accessories,High-Value,Jul 2020,157,24,0,61
Consumer,East,Art,Low-Value,Jan 2020,55,6,0,59
Corporate,Central,Accessories,High-Value,Jul 2022,173,18,0,59
Corporate,East,Other Miscellaneous 3,Low-Value,Jul 2020,1,1,0,60
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2022,13,1,0,61
Home Office,South,Business Machines,High-Value,Jul 2020,146,17,0,61
Home Office,East,Furnishings,High-Value,Jul 2021,117,10,0,64
Consumer,Central,Appliances,High-Value,Jan 2022,155,27,0,64
Consumer,West,Accessories,High-Value,Jan 2020,167,13,5,60
Corporate,Central,Employees (Office Supplies),Low-Value,Jan 2022,41,7,0,60
Home Office,West,Art,Low-Value,Jul 2022,78,8,0,62
Consumer,West,Other Miscellaneous 4,Low-Value,Jul 2022,67,6,5,61
Corporate,East,Business Machines,High-Value,Jan 2020,203,29,0,60
Consumer,West,Other Miscellaneous 6,Low-Value,Jan 2021,16,1,0,58
Consumer,East,Paper,Mid-Value,Jul 2021,84,20,0,58
Consumer,East,Other Miscellaneous 3,Low-Value,Jul 2021,43,1,0,59
Consumer,South,Employees (Office Supplies),Low-Value,Jan 2022,70,18,0,60
Home Office,East,Other Miscellaneous 6,Low-Value,Jul 2022,1,1,0,61
Corporate,South,Paper,Mid-Value,Jul 2020,113,17,0,61
Home Office,South,Copiers,High-Value,Jul 2022,168,24,0,63
Consumer,South,Other Miscellaneous 3,Low-Value,Jul 2022,1,1,0,59
Consumer,West,Accessories,High-Value,Jul 2021,134,17,0,59
Consumer,West,Art,Low-Value,Jan 2021,43,12,0,62
Consumer,Central,Appliances,High-Value,Jul 2020,83,7,0,61
Home Office,South,Art,Low-Value,Jul 2022,92,12,0,60
Home Office,East,Paper,Mid-Value,Jan 2020,53,1,0,60
Corporate,South,Employees (Office Supplies),Low-Value,Jan 2022,59,1,0,61
Consumer,West,Bookcases,High-Value,Jul 2020,135,14,0,62
Consumer,East,Other Miscellaneous 4,Low-Value,Jul 2021,9,4,0,61
Consumer,East,Other Miscellaneous 5,Low-Value,Jan 2021,7,1,0,63
Consumer,East,Furnishings,High-Value,Jan 2021,93,2,0,58
Consumer,East,Appliances,High-Value,Jul 2022,122,8,0,57
Home Office,Central,Other Miscellaneous 2,Low-Value,Jul 2021,30,1,0,63
Consumer,Central,Furnishings,High-Value,Jul 2020,73,5,0,60
Corporate,Central,Employees (Office Supplies),Low-Value,Jan 2022,54,8,0,63
Corporate,Central,Bookcases,High-Value,Jul 2020,75,11,0,59
Home Office,Central,Appliances,High-Value,Jul 2021,98,8,0,61
Home Office,Central,Appliances,High-Value,Jan 2021,126,10,0,62
Corporate,East,Business Machines,High-Value,Jul 2020,138,21,0,58
Consumer,West,Accessories,High-Value,Jan 2022,149,22,0,68
Consumer,South,Accessories,High-Value,Jan 2020,132,13,0,59
Consumer,East,Other Miscellaneous 1,Low-Value,Jul 2022,5,5,0,61
Consumer,East,Paper,Mid-Value,Jan 2021,95,13,0,58
Consumer,Central,Other Miscellaneous 1,Low-Value,Jul 2020,21,7,0,61
Corporate,Central,Paper,Mid-Value,Jan 2021,115,15,0,60
Corporate,East,Furnishings,High-Value,Jul 2022,77,10,0,59
Consumer,West,Business Machines,High-Value,Jul 2021,213,33,0,57
Consumer,East,Art,Low-Value,Jan 2022,134,26,0,59
Corporate,West,Other Miscellaneous 4,Low-Value,Jan 2022,26,4,5,57
Consumer,Central,Other Miscellaneous 2,Low-Value,Jul 2021,1,1,5,62
Consumer,Central,Fasteners,Low-Value,Jan 2020,50,8,0,59
Corporate,East,Other Miscellaneous 3,Low-Value,Jan 2022,10,1,0,60
Home Office,South,Fasteners,Low-Value,Jul 2020,46,2,0,60
Home Office,South,Business Machines,High-Value,Jul 2022,187,30,0,62
Consumer,Central,Business Machines,High-Value,Jan 2021,195,18,0,62
Corporate,West,Supplies,Mid-Value,Jul 2021,68,16,5,62
Consumer,West,Accessories,High-Value,Jul 2020,162,17,0,66
Corporate,East,Paper,Mid-Value,Jan 2022,75,10,5,60
Corporate,Central,Art,Low-Value,Jan 2022,44,1,0,58
Corporate,East,Business Machines,High-Value,Jul 2021,167,24,0,58
Consumer,Central,Other Miscellaneous 1,Low-Value,Jul 2021,22,13,5,60
Consumer,East,Copiers,High-Value,Jan 2020,165,19,0,58
Consumer,East,Supplies,Mid-Value,Jan 2022,166,10,0,60
Consumer,East,Bookcases,High-Value,Jul 2022,109,16,0,63
Consumer,South,Paper,Mid-Value,Jan 2022,92,14,0,53
Consumer,East,Other Miscellaneous 4,Low-Value,Jul 2020,3,4,0,62
Consumer,South,Art,Low-Value,Jul 2020,56,10,0,60
Home Office,West,Other Miscellaneous 4,Low-Value,Jan 2022,31,1,5,58
Consumer,Central,Other Miscellaneous 6,Low-Value,Jul 2022,7,7,0,62
Consumer,Central,Other Miscellaneous 4,Low-Value,Jul 2021,8,1,0,59
Corporate,East,Appliances,High-Value,Jan 2022,120,11,0,58
Consumer,West,Other Miscellaneous 1,Low-Value,Jan 2020,41,1,0,63
Home Office,South,Art,Low-Value,Jan 2021,76,9,0,58
Corporate,East,Accessories,High-Value,Jan 2022,172,19,0,61
Corporate,South,Appliances,High-Value,Jan 2022,86,7,0,59
Corporate,West,Art,Low-Value,Jul 2022,100,6,10,63
Home Office,Central,Fasteners,Low-Value,Jan 2020,25,5,0,62
Consumer,West,Art,Low-Value,Jul 2021,81,4,0,57
Corporate,West,Copiers,High-Value,Jul 2021,178,25,0,59
Consumer,East,Furnishings,High-Value,Jan 2021,105,11,0,62
Consumer,West,Appliances,High-Value,Jul 2021,110,4,0,58
Home Office,East,Other Miscellaneous 4,Low-Value,Jul 2022,1,9,0,62
Corporate,East,Other Miscellaneous 5,Low-Value,Jul 2022,1,6,0,59
Consumer,West,Accessories,High-Value,Jan 2021,173,20,0,58
Corporate,South,Accessories,High-Value,Jul 2022,169,12,0,61
Consumer,South,Bookcases,High-Value,Jul 2020,143,17,0,60
Consumer,West,Other Miscellaneous 1,Low-Value,Jan 2020,73,6,0,59
Corporate,West,Art,Low-Value,Jan 2021,83,11,0,61
Consumer,South,Paper,Mid-Value,Jan 2020,116,13,0,58
Consumer,South,Fasteners,Low-Value,Jan 2020,13,1,0,62
Consumer,Central,Copiers,High-Value,Jan 2021,149,16,0,62
Corporate,East,Bookcases,High-Value,Jul 2022,87,15,0,59
Consumer,West,Other Miscellaneous 5,Low-Value,Jan 2021,1,9,0,60
Corporate,Central,Other Miscellaneous 1,Low-Value,Jan 2021,56,4,0,58
Home Office,West,Other Miscellaneous 4,Low-Value,Jan 2021,1,6,0,59
Consumer,East,Other Miscellaneous 1,Low-Value,Jan 2021,56,12,0,60
Corporate,Central,Bookcases,High-Value,Jan 2020,97,14,0,60
Home Office,East,Art,Low-Value,Jan 2021,100,10,0,64
Consumer,East,Other Miscellaneous 5,Low-Value,Jul 2022,1,2,0,59
Corporate,South,Bookcases,High-Value,Jan 2021,107,13,5,59
Corporate,South,Accessories,High-Value,Jan 2020,137,17,0,63
Corporate,East,Other Miscellaneous 1,Low-Value,Jan 2022,32,4,0,62
Consumer,East,Accessories,High-Value,Jan 2022,163,22,0,61
Consumer,East,Accessories,High-Value,Jul 2022,143,19,0,62
Home Office,East,Labels,Low-Value,Jan 2020,22,14,0,59
Corporate,Central,Other Miscellaneous 3,Low-Value,Jul 2021,25,7,0,61
Consumer,South,Accessories,High-Value,Jan 2022,133,23,0,62
Consumer,West,Employees (Office Supplies),Low-Value,Jan 2022,43,12,0,61
Corporate,Central,Other Miscellaneous 3,Low-Value,Jul 2020,25,1,0,60
Home Office,East,Other Miscellaneous 2,Low-Value,Jul 2021,21,7,10,61
Home Office,West,Accessories,High-Value,Jul 2021,170,20,0,61
Consumer,Central,Other Miscellaneous 5,Low-Value,Jan 2022,6,4,0,65
Consumer,South,Furnishings,High-Value,Jul 2022,78,8,0,62
Consumer,Central,Bookcases,High-Value,Jul 2022,104,17,0,59
Corporate,West,Other Miscellaneous 3,Low-Value,Jan 2022,9,1,0,58
Consumer,South,Labels,Low-Value,Jan 2022,29,7,0,58
Corporate,South,Appliances,High-Value,Jul 2022,91,5,5,63
Corporate,Central,Fasteners,Low-Value,Jan 2020,31,1,0,60
Consumer,West,Art,Low-Value,Jul 2021,65,5,0,57
Home Office,South,Other Miscellaneous 4,Low-Value,Jan 2022,17,1,5,61
Corporate,West,Paper,Mid-Value,Jul 2020,110,11,0,57
Consumer,Central,Business Machines,High-Value,Jul 2021,207,29,0,57
Corporate,West,Other Miscellaneous 3,Low-Value,Jan 2021,15,5,5,61
Consumer,Central,Labels,Low-Value,Jul 2022,1,2,0,63
Home Office,West,Other Miscellaneous 6,Low-Value,Jan 2020,3,3,0,63
Consumer,East,Bookcases,High-Value,Jul 2021,120,13,0,60
Consumer,East,Furnishings,High-Value,Jan 2021,90,9,0,60
Consumer,East,Paper,Mid-Value,Jan 2020,115,19,0,62
Consumer,East,Bookcases,High-Value,Jul 2021,66,8,0,57
Corporate,South,Accessories,High-Value,Jan 2021,127,18,10,59
Home Office,West,Other Miscellaneous 2,Low-Value,Jan 2022,1,1,0,62
Consumer,West,Art,Low-Value,Jul 2021,101,17,0,58
Corporate,East,Other Miscellaneous 4,Low-Value,Jan 2022,1,1,10,61
Corporate,West,Bookcases,High-Value,Jul 2020,106,17,10,60
Corporate,South,Other Miscellaneous 2,Low-Value,Jan 2021,28,8,0,60
Corporate,East,Supplies,Mid-Value,Jul 2021,125,16,0,56
Consumer,East,Supplies,Mid-Value,Jan 2021,81,11,0,63
Consumer,South,Paper,Mid-Value,Jul 2021,92,16,10,59
Consumer,East,Business Machines,High-Value,Jul 2022,129,13,0,62
Consumer,South,Other Miscellaneous 4,Low-Value,Jan 2020,15,9,0,59
Home Office,East,Other Miscellaneous 1,Low-Value,Jan 2022,38,6,0,61
Consumer,West,Furnishings,High-Value,Jan 2020,125,8,10,59
Corporate,East,Paper,Mid-Value,Jan 2022,100,13,0,57
Corporate,Central,Other Miscellaneous 3,Low-Value,Jul 2020,1,6,0,62
Consumer,South,Fasteners,Low-Value,Jul 2021,35,1,5,61
Home Office,West,Furnishings,High-Value,Jan 2021,89,3,0,60
Consumer,West,Furnishings,High-Value,Jan 2022,103,18,0,60
Corporate,West,Accessories,High-Value,Jul 2021,177,23,0,60
Consumer,East,Other Miscellaneous 1,Low-Value,Jul 2022,31,8,5,60
Corporate,West,Bookcases,High-Value,Jul 2021,112,12,0,62
Home Office,West,Business Machines,High-Value,Jul 2021,197,24,0,61
Corporate,West,Appliances,High-Value,Jul 2021,119,11,0,63
Consumer,East,Other Miscellaneous 2,Low-Value,Jul 2022,28,5,0,61
Consumer,South,Furnishings,High-Value,Jan 2022,96,1,0,60
Corporate,Central,Art,Low-Value,Jul 2022,73,6,5,63
Corporate,East,Appliances,High-Value,Jan 2022,109,15,0,61
Consumer,South,Other Miscellaneous 3,Low-Value,Jan 2022,27,1,0,61
Corporate,West,Employees (Office Supplies),Low-Value,Jan 2022,62,5,0,61
Home Office,East,Copiers,High-Value,Jul 2020,147,28,0,60
Consumer,East,Business Machines,High-Value,Jan 2021,207,22,0,60
Consumer,East,Other Miscellaneous 1,Low-Value,Jul 2021,48,1,0,65
Corporate,East,Employees (Office Supplies),Low-Value,Jan 2022,78,6,0,63
Home Office,Central,Other Miscellaneous 1,Low-Value,Jul 2022,8,1,0,60
Corporate,East,Paper,Mid-Value,Jul 2020,85,5,0,62
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2022,15,1,0,60
Corporate,West,Fasteners,Low-Value,Jan 2020,37,1,0,56
Home Office,East,Fasteners,Low-Value,Jul 2022,33,4,0,58
Corporate,East,Art,Low-Value,Jul 2022,109,15,0,62
Home Office,West,Other Miscellaneous 1,Low-Value,Jan 2021,43,7,0,62
Consumer,South,Employees (Office Supplies),Low-Value,Jan 2022,104,11,0,58
Consumer,South,Supplies,Mid-Value,Jan 2020,97,17,0,60
Consumer,East,Paper,Mid-Value,Jul 2021,84,14,0,60
Consumer,West,Other Miscellaneous 4,Low-Value,Jul 2022,80,8,5,62
Home Office,West,Appliances,High-Value,Jan 2021,71,6,5,60
Home Office,East,Art,Low-Value,Jul 2021,72,1,0,59
Consumer,West,Art,Low-Value,Jan 2022,108,17,0,59
Corporate,East,Other Miscellaneous 1,Low-Value,Jan 2020,61,9,5,60
Consumer,West,Paper,Mid-Value,Jan 2020,83,5,0,58
Consumer,West,Employees (Office Supplies),Low-Value,Jan 2022,4,1,0,63
Corporate,Central,Other Miscellaneous 3,Low-Value,Jan 2022,38,5,0,59
Consumer,South,Other Miscellaneous 4,Low-Value,Jul 2020,1,3,0,63
Home Office,East,Furnishings,High-Value,Jan 2020,115,12,0,62
Consumer,Central,Bookcases,High-Value,Jan 2020,104,12,0,61
Home Office,East,Other Miscellaneous 3,Low-Value,Jul 2022,23,6,0,63
Home Office,West,Other Miscellaneous 3,Low-Value,Jan 2020,3,4,0,63
Corporate,Central,Other Miscellaneous 2,Low-Value,Jul 2022,34,1,0,61
Corporate,West,Other Miscellaneous 4,Low-Value,Jul 2022,31,3,0,63
Consumer,West,Other Miscellaneous 6,Low-Value,Jan 2022,1,1,0,61
Consumer,West,Other Miscellaneous 1,Low-Value,Jul 2022,35,6,0,60
Consumer,Central,Art,Low-Value,Jan 2020,50,5,0,60
Consumer,West,Copiers,High-Value,Jul 2022,102,13,10,63
Consumer,West,Art,Low-Value,Jul 2020,82,11,0,60
Corporate,South,Other Miscellaneous 3,Low-Value,Jul 2021,1,1,0,61
Corporate,Central,Bookcases,High-Value,Jul 2020,83,11,0,65
Corporate,West,Other Miscellaneous 1,Low-Value,Jan 2021,1,1,10,62
Consumer,West,Copiers,High-Value,Jan 2020,131,5,10,62
Home Office,South,Other Miscellaneous 1,Low-Value,Jan 2022,58,7,0,59
Corporate,West,Other Miscellaneous 3,Low-Value,Jan 2020,29,11,0,62
Consumer,West,Other Miscellaneous 1,Low-Value,Jul 2022,56,7,0,64
Corporate,West,Labels,Low-Value,Jul 2022,28,8,0,62
Consumer,West,Supplies,Mid-Value,Jan 2022,118,15,0,59
Consumer,South,Other Miscellaneous 3,Low-Value,Jan 2021,43,3,0,59
Corporate,Central,Copiers,High-Value,Jan 2020,150,12,0,58
Home Office,West,Other Miscellaneous 6,Low-Value,Jan 2021,3,9,0,59
Home Office,East,Appliances,High-Value,Jul 2021,138,10,0,60
Home Office,Central,Art,Low-Value,Jul 2022,101,24,0,59
Corporate,West,Labels,Low-Value,Jul 2022,57,4,0,64
Home Office,East,Other Miscellaneous 4,Low-Value,Jan 2020,8,1,0,61
Corporate,East,Other Miscellaneous 4,Low-Value,Jul 2022,21,1,5,59
Home Office,South,Other Miscellaneous 5,Low-Value,Jul 2022,1,1,0,58
Consumer,Central,Art,Low-Value,Jul 2022,104,14,0,59
Corporate,Central,Other Miscellaneous 2,Low-Value,Jul 2021,49,1,0,62
Corporate,Central,Furnishings,High-Value,Jul 2021,95,15,10,60
Corporate,East,Art,Low-Value,Jan 2022,61,3,0,61
Consumer,West,Employees (Office Supplies),Low-Value,Jul 2021,15,1,0,64
Home Office,Central,Other Miscellaneous 6,Low-Value,Jan 2022,1,1,0,58
Consumer,East,Other Miscellaneous 2,Low-Value,Jul 2022,12,1,0,61
Corporate,East,Other Miscellaneous 2,Low-Value,Jul 2022,1,1,0,62
Consumer,West,Fasteners,Low-Value,Jul 2020,39,10,0,58
Corporate,South,Labels,Low-Value,Jul 2021,25,1,0,63
Home Office,West,Other Miscellaneous 6,Low-Value,Jul 2022,1,7,0,58
Corporate,Central,Other Miscellaneous 1,Low-Value,Jul 2020,59,3,0,60
Consumer,South,Other Miscellaneous 5,Low-Value,Jul 2022,11,4,0,61
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2020,8,1,0,62
Consumer,West,Other Miscellaneous 6,Low-Value,Jan 2022,3,1,10,61
Consumer,Central,Appliances,High-Value,Jul 2021,91,5,0,59
Consumer,East,Employees (Office Supplies),Low-Value,Jul 2022,30,1,0,60
Consumer,Central,Other Miscellaneous 1,Low-Value,Jan 2020,36,7,0,60
Consumer,West,Other Miscellaneous 6,Low-Value,Jan 2020,30,4,0,63
Corporate,West,Furnishings,High-Value,Jan 2022,127,22,0,59
Home Office,East,Art,Low-Value,Jul 2022,105,20,0,66
Home Office,West,Bookcases,High-Value,Jan 2021,82,13,10,61
Corporate,West,Other Miscellaneous 6,Low-Value,Jul 2021,1,1,0,61
Consumer,East,Fasteners,Low-Value,Jul 2022,53,4,0,61
Corporate,West,Other Miscellaneous 3,Low-Value,Jul 2021,16,1,5,61
Home Office,East,Labels,Low-Value,Jul 2021,1,1,0,56
Consumer,South,Copiers,High-Value,Jul 2022,142,8,0,62
Corporate,East,Paper,Mid-Value,Jan 2022,111,16,0,62
Consumer,Central,Paper,Mid-Value,Jan 2022,143,10,0,62
Consumer,West,Paper,Mid-Value,Jul 2022,109,6,0,59
Consumer,West,Fasteners,Low-Value,Jan 2021,40,9,0,59
Corporate,West,Other Miscellaneous 3,Low-Value,Jul 2022,1,1,0,57
Corporate,West,Bookcases,High-Value,Jul 2022,106,11,0,58
Consumer,East,Labels,Low-Value,Jan 2022,68,1,0,61
Home Office,East,Labels,Low-Value,Jul 2021,62,10,0,63
Home Office,Central,Fasteners,Low-Value,Jul 2021,11,1,0,63
Home Office,South,Other Miscellaneous 4,Low-Value,Jul 2021,1,1,0,60
Consumer,East,Furnishings,High-Value,Jul 2022,119,21,0,59
Corporate,West,Other Miscellaneous 2,Low-Value,Jul 2022,45,13,10,58
Corporate,Central,Other Miscellaneous 3,Low-Value,Jul 2021,31,11,5,60
Consumer,Central,Paper,Mid-Value,Jul 2020,104,11,0,61
Consumer,South,Appliances,High-Value,Jul 2021,96,11,0,60
Consumer,South,Other Miscellaneous 4,Low-Value,Jan 2022,26,12,10,61
Corporate,West,Fasteners,Low-Value,Jul 2021,54,1,0,57
Corporate,South,Other Miscellaneous 3,Low-Value,Jan 2021,12,1,0,60
Consumer,West,Employees (Office Supplies),Low-Value,Jul 2022,52,10,5,59
Consumer,West,Art,Low-Value,Jul 2020,75,9,0,63
Home Office,West,Paper,Mid-Value,Jan 2022,92,8,5,60
Consumer,South,Other Miscellaneous 6,Low-Value,Jan 2021,33,1,0,61
Corporate,Central,Other Miscellaneous 5,Low-Value,Jul 2022,14,7,0,60
Consumer,East,Appliances,High-Value,Jul 2020,82,11,0,59
Corporate,West,Appliances,High-Value,Jul 2022,100,14,5,59
Consumer,Central,Art,Low-Value,Jul 2020,61,1,0,60
Consumer,West,Business Machines,High-Value,Jul 2021,196,19,0,59
Consumer,West,Other Miscellaneous 3,Low-Value,Jul 2020,1,1,0,62
Home Office,South,Employees (Office Supplies),Low-Value,Jan 2022,93,9,0,61
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2020,1,1,0,59
Consumer,East,Other Miscellaneous 5,Low-Value,Jan 2022,1,5,0,57
Consumer,Central,Furnishings,High-Value,Jul 2022,134,9,0,61
Consumer,West,Other Miscellaneous 3,Low-Value,Jul 2022,9,1,0,58
Home Office,East,Furnishings,High-Value,Jan 2021,110,9,0,59
Home Office,West,Art,Low-Value,Jul 2022,81,6,0,59
Consumer,West,Other Miscellaneous 6,Low-Value,Jul 2020,1,2,0,59
Consumer,West,Other Miscellaneous 4,Low-Value,Jul 2022,1,3,5,58
Consumer,Central,Copiers,High-Value,Jul 2021,133,19,0,59
Consumer,South,Other Miscellaneous 3,Low-Value,Jan 2022,30,1,0,61
Corporate,East,Copiers,High-Value,Jan 2022,148,23,0,60
Consumer,East,Other Miscellaneous 4,Low-Value,Jul 2021,1,1,0,60
Consumer,South,Other Miscellaneous 6,Low-Value,Jul 2022,24,13,0,61
Consumer,West,Paper,Mid-Value,Jul 2020,98,9,0,62
Consumer,South,Other Miscellaneous 6,Low-Value,Jan 2022,1,1,0,61
Home Office,West,Other Miscellaneous 4,Low-Value,Jul 2020,1,4,0,60
Consumer,West,Other Miscellaneous 1,Low-Value,Jul 2021,21,1,0,62
Corporate,East,Paper,Mid-Value,Jan 2022,76,8,10,61
Consumer,Central,Other Miscellaneous 5,Low-Value,Jul 2022,19,1,0,61
Consumer,West,Other Miscellaneous 6,Low-Value,Jan 2022,1,1,0,60
